actor.name;timestamp;result.duration;verb.name;verb.id;object.name;activity.name;context.name;result.response;result.success
Person 1;15.9.2023 18:13;PT6M16S;failed;http://adlnet.gov/expapi/verbs/failed;Puzzle 2;Escape room test;Databases;"string.strip("""")";FALSE
Person 1;15.9.2023 18:13;PT6M19S;failed;http://adlnet.gov/expapi/verbs/failed;Puzzle 2;Escape room test;Databases;"string.strip("" "")";FALSE
Person 1;15.9.2023 18:13;PT6M24S;failed;http://adlnet.gov/expapi/verbs/failed;Puzzle 2;Escape room test;Databases;"str.strip("" "")";FALSE
Person 1;15.9.2023 18:13;PT6M35S;failed;http://adlnet.gov/expapi/verbs/failed;Puzzle 2;Escape room test;Databases;"strip.str("" "")";FALSE
Person 1;15.9.2023 18:13;PT7M54S;failed;http://adlnet.gov/expapi/verbs/failed;Puzzle 2;Escape room test;Databases;"message.replace("" "","""")";FALSE
Person 1;15.9.2023 18:14;PT7M34S;failed;http://adlnet.gov/expapi/verbs/failed;Puzzle 2;Escape room test;Databases;''.strip();FALSE
Person 1;15.9.2023 18:14;PT7M43S;failed;http://adlnet.gov/expapi/verbs/failed;Puzzle 2;Escape room test;Databases;''.lstrip();FALSE
Person 1;15.9.2023 18:14;PT8M48S;failed;http://adlnet.gov/expapi/verbs/failed;Puzzle 2;Escape room test;Databases;s.lstrip.(' ');FALSE
Person 1;15.9.2023 18:14;PT8M1S;failed;http://adlnet.gov/expapi/verbs/failed;Puzzle 2;Escape room test;Databases;'    '.lstrip();FALSE
Person 1;15.9.2023 18:14;PT8M4S;failed;http://adlnet.gov/expapi/verbs/failed;Puzzle 2;Escape room test;Databases;'    '.strip();FALSE
Person 1;15.9.2023 18:14;PT8M8S;failed;http://adlnet.gov/expapi/verbs/failed;Puzzle 2;Escape room test;Databases;string.strip(' ');FALSE
Person 1;15.9.2023 18:14;PT8M10S;failed;http://adlnet.gov/expapi/verbs/failed;Puzzle 2;Escape room test;Databases;string.strip(' ');FALSE
Person 1;15.9.2023 18:15;PT8M15S;failed;http://adlnet.gov/expapi/verbs/failed;Puzzle 2;Escape room test;Databases;strip(' ');FALSE
Person 1;15.9.2023 18:15;PT8M26S;failed;http://adlnet.gov/expapi/verbs/failed;Puzzle 2;Escape room test;Databases;.strip('');FALSE
Person 1;15.9.2023 18:15;PT8M31S;failed;http://adlnet.gov/expapi/verbs/failed;Puzzle 2;Escape room test;Databases;strip([' ']);FALSE
Person 1;15.9.2023 18:15;PT8M41S;failed;http://adlnet.gov/expapi/verbs/failed;Puzzle 2;Escape room test;Databases;message.strip('');FALSE
Person 1;15.9.2023 18:15;PT8M49S;failed;http://adlnet.gov/expapi/verbs/failed;Puzzle 2;Escape room test;Databases;message.strip(');FALSE
Person 1;15.9.2023 18:15;PT8M55S;failed;http://adlnet.gov/expapi/verbs/failed;Puzzle 2;Escape room test;Databases;message.strip();FALSE
Person 1;15.9.2023 18:15;PT9M58S;failed;http://adlnet.gov/expapi/verbs/failed;Puzzle 2;Escape room test;Databases;sentences.strip(' ');FALSE
Person 1;15.9.2023 18:15;PT9M5S;failed;http://adlnet.gov/expapi/verbs/failed;Puzzle 2;Escape room test;Databases;space.strip();FALSE
Person 1;15.9.2023 18:15;PT9M11S;failed;http://adlnet.gov/expapi/verbs/failed;Puzzle 2;Escape room test;Databases;sentence.strip(' ');FALSE
Person 1;15.9.2023 18:15;PT9M12S;failed;http://adlnet.gov/expapi/verbs/failed;Puzzle 2;Escape room test;Databases;sentences.strip();FALSE
Person 1;15.9.2023 18:16;PT9M16S;failed;http://adlnet.gov/expapi/verbs/failed;Puzzle 2;Escape room test;Databases;sentence.strip();FALSE
Person 1;15.9.2023 18:16;PT9M23S;failed;http://adlnet.gov/expapi/verbs/failed;Puzzle 2;Escape room test;Databases;"sentence.strip("" "")";FALSE
Person 1;15.9.2023 18:16;PT9M29S;failed;http://adlnet.gov/expapi/verbs/failed;Puzzle 2;Escape room test;Databases;whitespace.strip();FALSE
Person 1;15.9.2023 18:16;PT9M38S;failed;http://adlnet.gov/expapi/verbs/failed;Puzzle 2;Escape room test;Databases;"spacebar.strip("" "")";FALSE
Person 1;15.9.2023 18:16;PT9M49S;failed;http://adlnet.gov/expapi/verbs/failed;Puzzle 2;Escape room test;Databases;spacebar.strip();FALSE
Person 1;15.9.2023 18:16;PT10M55S;failed;http://adlnet.gov/expapi/verbs/failed;Puzzle 2;Escape room test;Databases;sentences.strip();FALSE
Person 1;15.9.2023 18:16;PT10M1S;failed;http://adlnet.gov/expapi/verbs/failed;Puzzle 2;Escape room test;Databases;remove.strip();FALSE
Person 1;15.9.2023 18:16;PT10M2S;failed;http://adlnet.gov/expapi/verbs/failed;Puzzle 2;Escape room test;Databases;blackbeard.strip();FALSE
Person 1;15.9.2023 18:16;PT10M7S;failed;http://adlnet.gov/expapi/verbs/failed;Puzzle 2;Escape room test;Databases;sentences.strip();FALSE
Person 1;15.9.2023 18:16;PT10M7S;failed;http://adlnet.gov/expapi/verbs/failed;Puzzle 2;Escape room test;Databases;remove.strip();FALSE
Person 1;15.9.2023 18:17;PT10M18S;failed;http://adlnet.gov/expapi/verbs/failed;Puzzle 2;Escape room test;Databases;space.strip();FALSE
Person 1;15.9.2023 18:17;PT10M19S;failed;http://adlnet.gov/expapi/verbs/failed;Puzzle 2;Escape room test;Databases;space.strip();FALSE
Person 1;15.9.2023 18:17;PT10M27S;failed;http://adlnet.gov/expapi/verbs/failed;Puzzle 2;Escape room test;Databases;blackbeard.strip();FALSE
Person 1;15.9.2023 18:17;PT10M29S;failed;http://adlnet.gov/expapi/verbs/failed;Puzzle 2;Escape room test;Databases;trim.strip();FALSE
Person 1;15.9.2023 18:17;PT10M30S;failed;http://adlnet.gov/expapi/verbs/failed;Puzzle 2;Escape room test;Databases;whitespace.strip();FALSE
Person 1;15.9.2023 18:17;PT10M36S;failed;http://adlnet.gov/expapi/verbs/failed;Puzzle 2;Escape room test;Databases;trim();FALSE
Person 1;15.9.2023 18:17;PT10M38S;passed;http://adlnet.gov/expapi/verbs/passed;Puzzle 2;Escape room test;Databases;text.strip();FALSE
Person 1;15.9.2023 18:17;PT11M44S;failed;http://adlnet.gov/expapi/verbs/failed;Puzzle 3;Escape room test;Databases;text.strip();FALSE
Person 1;15.9.2023 18:18;PT12M57S;failed;http://adlnet.gov/expapi/verbs/failed;Puzzle 3;Escape room test;Databases;find(ahoy);FALSE
Person 1;15.9.2023 18:18;PT12M4S;failed;http://adlnet.gov/expapi/verbs/failed;Puzzle 3;Escape room test;Databases;find(ahoy);FALSE
Person 1;15.9.2023 18:19;PT12M14S;failed;http://adlnet.gov/expapi/verbs/failed;Puzzle 3;Escape room test;Databases;find(avast);FALSE
Person 1;15.9.2023 18:19;PT12M22S;failed;http://adlnet.gov/expapi/verbs/failed;Puzzle 3;Escape room test;Databases;"startswith(""ahoy""";FALSE
Person 1;15.9.2023 18:19;PT12M24S;failed;http://adlnet.gov/expapi/verbs/failed;Puzzle 3;Escape room test;Databases;"startswith(""ahoy"")";FALSE
Person 1;15.9.2023 18:19;PT12M26S;failed;http://adlnet.gov/expapi/verbs/failed;Puzzle 3;Escape room test;Databases;find(arr);FALSE
Person 1;15.9.2023 18:19;PT12M28S;failed;http://adlnet.gov/expapi/verbs/failed;Puzzle 3;Escape room test;Databases;"find(""ahoy"")";FALSE
Person 1;15.9.2023 18:19;PT12M35S;failed;http://adlnet.gov/expapi/verbs/failed;Puzzle 3;Escape room test;Databases;find(ahoy);FALSE
Person 1;15.9.2023 18:19;PT12M38S;failed;http://adlnet.gov/expapi/verbs/failed;Puzzle 3;Escape room test;Databases;"find(""avast"")";FALSE
Person 1;15.9.2023 18:19;PT12M39S;failed;http://adlnet.gov/expapi/verbs/failed;Puzzle 3;Escape room test;Databases;find(arr!);FALSE
Person 1;15.9.2023 18:19;PT12M40S;failed;http://adlnet.gov/expapi/verbs/failed;Puzzle 3;Escape room test;Databases;"find(""Avast"")";FALSE
Person 1;15.9.2023 18:19;PT12M41S;failed;http://adlnet.gov/expapi/verbs/failed;Puzzle 3;Escape room test;Databases;"text.startswith(""ahoy"")";FALSE
Person 1;15.9.2023 18:19;PT13M44S;failed;http://adlnet.gov/expapi/verbs/failed;Puzzle 3;Escape room test;Databases;"text.startswith(""ahoy"")";FALSE
Person 1;15.9.2023 18:20;PT13M19S;failed;http://adlnet.gov/expapi/verbs/failed;Puzzle 3;Escape room test;Databases;"ahoy.startswith(""ahoy"")";FALSE
Person 1;15.9.2023 18:20;PT13M21S;failed;http://adlnet.gov/expapi/verbs/failed;Puzzle 3;Escape room test;Databases;arr!.find();FALSE
Person 1;15.9.2023 18:20;PT13M23S;failed;http://adlnet.gov/expapi/verbs/failed;Puzzle 3;Escape room test;Databases;ahoy.startswith();FALSE
Person 1;15.9.2023 18:20;PT13M25S;failed;http://adlnet.gov/expapi/verbs/failed;Puzzle 3;Escape room test;Databases;"text.find(""arr!"")";FALSE
Person 1;15.9.2023 18:20;PT13M26S;failed;http://adlnet.gov/expapi/verbs/failed;Puzzle 3;Escape room test;Databases;ahoy.find();FALSE
Person 1;15.9.2023 18:20;PT13M30S;failed;http://adlnet.gov/expapi/verbs/failed;Puzzle 3;Escape room test;Databases;"text.find(""avast"")";FALSE
Person 1;15.9.2023 18:20;PT13M34S;failed;http://adlnet.gov/expapi/verbs/failed;Puzzle 3;Escape room test;Databases;arr.find();FALSE
Person 1;15.9.2023 18:20;PT15M37S;passed;http://adlnet.gov/expapi/verbs/passed;Puzzle 3;Escape room test;Databases;"ahoy.startswith(""avast"")";FALSE
Person 1;15.9.2023 18:21;PT18M10S;passed;http://adlnet.gov/expapi/verbs/passed;Puzzle 4;Escape room test;Databases;326;FALSE
Person 1;15.9.2023 18:25;PT18M20S;failed;http://adlnet.gov/expapi/verbs/failed;Puzzle 5;Escape room test;Databases;current_time;FALSE
Person 1;15.9.2023 18:25;PT18M34S;failed;http://adlnet.gov/expapi/verbs/failed;Puzzle 5;Escape room test;Databases;currcurrent_time = int(time.time());FALSE
Person 1;15.9.2023 18:25;PT18M41S;failed;http://adlnet.gov/expapi/verbs/failed;Puzzle 5;Escape room test;Databases;182;FALSE
Person 1;15.9.2023 18:25;PT18M46S;failed;http://adlnet.gov/expapi/verbs/failed;Puzzle 5;Escape room test;Databases;currcurrent_time=int(time.time());FALSE
Person 1;15.9.2023 18:25;PT18M47S;failed;http://adlnet.gov/expapi/verbs/failed;Puzzle 5;Escape room test;Databases;182;FALSE
Person 1;15.9.2023 18:25;PT18M49S;failed;http://adlnet.gov/expapi/verbs/failed;Puzzle 5;Escape room test;Databases;current_time=int(time.time());FALSE
Person 1;15.9.2023 18:25;PT18M52S;failed;http://adlnet.gov/expapi/verbs/failed;Puzzle 5;Escape room test;Databases;currenttime=int(time.time());FALSE
Person 1;15.9.2023 18:25;PT19M55S;failed;http://adlnet.gov/expapi/verbs/failed;Puzzle 5;Escape room test;Databases;time=int(time.time());FALSE
Person 1;15.9.2023 18:25;PT19M2S;failed;http://adlnet.gov/expapi/verbs/failed;Puzzle 5;Escape room test;Databases;215;FALSE
Person 1;15.9.2023 18:25;PT19M6S;failed;http://adlnet.gov/expapi/verbs/failed;Puzzle 5;Escape room test;Databases;812;FALSE
Person 1;15.9.2023 18:26;PT19M44S;failed;http://adlnet.gov/expapi/verbs/failed;Puzzle 5;Escape room test;Databases;18252;FALSE
Person 1;15.9.2023 18:26;PT19M53S;failed;http://adlnet.gov/expapi/verbs/failed;Puzzle 5;Escape room test;Databases;time=int(time.time());FALSE
Person 1;15.9.2023 18:26;PT19M59S;failed;http://adlnet.gov/expapi/verbs/failed;Puzzle 5;Escape room test;Databases;current_time=int(time.time());FALSE
Person 1;15.9.2023 18:26;PT59S;failed;http://adlnet.gov/expapi/verbs/failed;Puzzle 5;Escape room test;Databases;current_time=int(time.time());FALSE
Person 1;15.9.2023 18:26;PT12S;failed;http://adlnet.gov/expapi/verbs/failed;Puzzle 5;Escape room test;Databases;current_time=int(time.time());FALSE
Person 1;15.9.2023 18:26;PT12S;failed;http://adlnet.gov/expapi/verbs/failed;Puzzle 5;Escape room test;Databases;current_time=int(time.time());FALSE
Person 1;15.9.2023 18:26;PT20M12S;failed;http://adlnet.gov/expapi/verbs/failed;Puzzle 5;Escape room test;Databases;current_time=int(time.time());FALSE
Person 1;15.9.2023 18:26;PT20M1S;failed;http://adlnet.gov/expapi/verbs/failed;Puzzle 5;Escape room test;Databases;current_time=int(time.time());FALSE
Person 1;15.9.2023 18:26;PT20M1S;failed;http://adlnet.gov/expapi/verbs/failed;Puzzle 5;Escape room test;Databases;current_time=int(time.time());FALSE
Person 1;15.9.2023 18:26;PT20M2S;failed;http://adlnet.gov/expapi/verbs/failed;Puzzle 5;Escape room test;Databases;current_time=int(time.time());FALSE
Person 1;15.9.2023 18:27;PT20M19S;failed;http://adlnet.gov/expapi/verbs/failed;Puzzle 5;Escape room test;Databases;1223;FALSE
Person 1;15.9.2023 18:27;PT20M22S;failed;http://adlnet.gov/expapi/verbs/failed;Puzzle 5;Escape room test;Databases;123;FALSE
Person 1;15.9.2023 18:27;PT20M23S;failed;http://adlnet.gov/expapi/verbs/failed;Puzzle 5;Escape room test;Databases;553;FALSE
Person 1;15.9.2023 18:27;PT20M26S;failed;http://adlnet.gov/expapi/verbs/failed;Puzzle 5;Escape room test;Databases;1;FALSE
Person 1;15.9.2023 18:27;PT20M31S;failed;http://adlnet.gov/expapi/verbs/failed;Puzzle 5;Escape room test;Databases;780;FALSE
Person 1;15.9.2023 18:27;PT20M33S;failed;http://adlnet.gov/expapi/verbs/failed;Puzzle 5;Escape room test;Databases;345;FALSE
Person 1;15.9.2023 18:27;PT20M35S;failed;http://adlnet.gov/expapi/verbs/failed;Puzzle 5;Escape room test;Databases;123;FALSE
Person 1;15.9.2023 18:27;PT20M38S;failed;http://adlnet.gov/expapi/verbs/failed;Puzzle 5;Escape room test;Databases;current_time=int(time.time());FALSE
Person 1;15.9.2023 18:27;PT21M59S;failed;http://adlnet.gov/expapi/verbs/failed;Puzzle 5;Escape room test;Databases;343;FALSE
Person 1;15.9.2023 18:27;PT21M6S;failed;http://adlnet.gov/expapi/verbs/failed;Puzzle 5;Escape room test;Databases;182;FALSE
Person 1;15.9.2023 18:28;PT21M18S;failed;http://adlnet.gov/expapi/verbs/failed;Puzzle 5;Escape room test;Databases;274;FALSE
Person 1;15.9.2023 18:28;PT21M42S;failed;http://adlnet.gov/expapi/verbs/failed;Puzzle 5;Escape room test;Databases;current_time=print(int(time.time())[:3];FALSE
Person 1;15.9.2023 18:28;PT21M47S;failed;http://adlnet.gov/expapi/verbs/failed;Puzzle 5;Escape room test;Databases;current_time=print(int(time.time())[:3]);FALSE
Person 1;15.9.2023 18:28;PT22M53S;failed;http://adlnet.gov/expapi/verbs/failed;Puzzle 5;Escape room test;Databases;current_time = datetime.datetime.now().time();FALSE
Person 1;15.9.2023 18:28;PT22M5S;failed;http://adlnet.gov/expapi/verbs/failed;Puzzle 5;Escape room test;Databases;current_time=print(f'(int(time.time()))[:3]);FALSE
Person 1;15.9.2023 18:29;PT22M32S;failed;http://adlnet.gov/expapi/verbs/failed;Puzzle 5;Escape room test;Databases;11;FALSE
Person 1;15.9.2023 18:29;PT22M39S;failed;http://adlnet.gov/expapi/verbs/failed;Puzzle 5;Escape room test;Databases;112;FALSE
Person 1;15.9.2023 18:29;PT22M41S;failed;http://adlnet.gov/expapi/verbs/failed;Puzzle 5;Escape room test;Databases;113;FALSE
Person 1;15.9.2023 18:29;PT22M43S;failed;http://adlnet.gov/expapi/verbs/failed;Puzzle 5;Escape room test;Databases;114;FALSE
Person 1;15.9.2023 18:29;PT22M46S;failed;http://adlnet.gov/expapi/verbs/failed;Puzzle 5;Escape room test;Databases;326;FALSE
Person 1;15.9.2023 18:29;PT23M55S;failed;http://adlnet.gov/expapi/verbs/failed;Puzzle 5;Escape room test;Databases;"current_time = time.strftime(""%H%M%S"") first_three_digits = current_time[:3]";FALSE
Person 1;15.9.2023 18:30;PT24M32S;passed;http://adlnet.gov/expapi/verbs/passed;Puzzle 5;Escape room test;Databases;169;FALSE
Person 1;15.9.2023 18:31;PT25M41S;failed;http://adlnet.gov/expapi/verbs/failed;Puzzle 6;Escape room test;Databases;os.path.exists(treasure_location);FALSE
Person 1;15.9.2023 18:32;PT26M32S;failed;http://adlnet.gov/expapi/verbs/failed;Puzzle 6;Escape room test;Databases;The folder 'treasure_location' does not exist.;FALSE
Person 1;15.9.2023 18:33;PT27M28S;failed;http://adlnet.gov/expapi/verbs/failed;Puzzle 6;Escape room test;Databases;if os.path.exists(folder_name):;FALSE
Person 1;15.9.2023 18:33;PT27M6S;failed;http://adlnet.gov/expapi/verbs/failed;Puzzle 6;Escape room test;Databases;os.path.exists(treasure_location);FALSE
Person 1;15.9.2023 18:34;PT27M23S;failed;http://adlnet.gov/expapi/verbs/failed;Puzzle 6;Escape room test;Databases;os.path.exists(treasure_location);FALSE
Person 1;15.9.2023 18:34;PT28M39S;failed;http://adlnet.gov/expapi/verbs/failed;Puzzle 6;Escape room test;Databases;if os.path.exists(treasure_location);FALSE
Person 1;15.9.2023 18:34;PT28M7S;passed;http://adlnet.gov/expapi/verbs/passed;Puzzle 6;Escape room test;Databases;"os.path.exists(""treasure_location"")";FALSE
Person 1;15.9.2023 18:35;PT28M46S;failed;http://adlnet.gov/expapi/verbs/failed;Puzzle 7;Escape room test;Databases;isnumeric();FALSE
Person 1;15.9.2023 18:35;PT29M55S;failed;http://adlnet.gov/expapi/verbs/failed;Puzzle 7;Escape room test;Databases;isnumeric(loc_treasure);FALSE
Person 1;15.9.2023 18:36;PT26S;failed;http://adlnet.gov/expapi/verbs/failed;Puzzle 7;Escape room test;Databases;isinstance(loc_treasure);FALSE
Person 1;15.9.2023 18:36;PT30M18S;failed;http://adlnet.gov/expapi/verbs/failed;Puzzle 7;Escape room test;Databases;string.isnumeric(loc_treasure);FALSE
Person 1;15.9.2023 18:36;PT30M4S;failed;http://adlnet.gov/expapi/verbs/failed;Puzzle 7;Escape room test;Databases;int.isnumeric(loc_treasure);FALSE
Person 1;15.9.2023 18:37;PT30M15S;failed;http://adlnet.gov/expapi/verbs/failed;Puzzle 7;Escape room test;Databases;return isinstance(loc_treasure, (int, float, complex)));FALSE
Person 1;15.9.2023 18:37;PT30M32S;failed;http://adlnet.gov/expapi/verbs/failed;Puzzle 7;Escape room test;Databases;isdigit(loc_treasure);FALSE
Person 1;15.9.2023 18:37;PT30M47S;failed;http://adlnet.gov/expapi/verbs/failed;Puzzle 7;Escape room test;Databases;isnumeric(loc_treasure);FALSE
Person 1;15.9.2023 18:37;PT30M57S;failed;http://adlnet.gov/expapi/verbs/failed;Puzzle 7;Escape room test;Databases;isnumeric(loc_treasure);FALSE
Person 1;15.9.2023 18:37;PT31M59S;failed;http://adlnet.gov/expapi/verbs/failed;Puzzle 7;Escape room test;Databases;re.match(r'^-?\d+(?:\.\d+)?$', str(loc_treasure)):;FALSE
Person 1;15.9.2023 18:38;PT31M27S;failed;http://adlnet.gov/expapi/verbs/failed;Puzzle 7;Escape room test;Databases;isint(loc_treasure);FALSE
Person 1;15.9.2023 18:38;PT31M34S;failed;http://adlnet.gov/expapi/verbs/failed;Puzzle 7;Escape room test;Databases;isinstance(loc_treasure, (int, float));FALSE
Person 1;15.9.2023 18:38;PT31M36S;failed;http://adlnet.gov/expapi/verbs/failed;Puzzle 7;Escape room test;Databases;str.isdigit(loc_treasure)_;FALSE
Person 1;15.9.2023 18:38;PT31M37S;failed;http://adlnet.gov/expapi/verbs/failed;Puzzle 7;Escape room test;Databases;str.isdigit(loc_treasure);FALSE
Person 1;15.9.2023 18:38;PT31M51S;failed;http://adlnet.gov/expapi/verbs/failed;Puzzle 7;Escape room test;Databases;is_integer(loc_treasure);FALSE
Person 1;15.9.2023 18:38;PT31M52S;failed;http://adlnet.gov/expapi/verbs/failed;Puzzle 7;Escape room test;Databases;s.isdigit(loc_treasure);FALSE
Person 1;15.9.2023 18:38;PT31M52S;failed;http://adlnet.gov/expapi/verbs/failed;Puzzle 7;Escape room test;Databases;if isinstance(loc_treasure, (int, float)):;FALSE
Person 1;15.9.2023 18:38;PT32M59S;failed;http://adlnet.gov/expapi/verbs/failed;Puzzle 7;Escape room test;Databases;s.ifnumeric(loc_treasure);FALSE
Person 1;15.9.2023 18:38;PT32M8S;failed;http://adlnet.gov/expapi/verbs/failed;Puzzle 7;Escape room test;Databases;if isinstance(loc_treasure, (int, float)):;FALSE
Person 1;15.9.2023 18:38;PT32M11S;failed;http://adlnet.gov/expapi/verbs/failed;Puzzle 7;Escape room test;Databases;s.isnumeric(loc_treasure);FALSE
Person 1;15.9.2023 18:39;PT32M25S;failed;http://adlnet.gov/expapi/verbs/failed;Puzzle 7;Escape room test;Databases;str.isnumeric(loc_treasure);FALSE
Person 1;15.9.2023 18:39;PT32M27S;failed;http://adlnet.gov/expapi/verbs/failed;Puzzle 7;Escape room test;Databases;s.isnumeric(loc_treasure);FALSE
Person 1;15.9.2023 18:39;PT32M36S;failed;http://adlnet.gov/expapi/verbs/failed;Puzzle 7;Escape room test;Databases;if;FALSE
Person 1;15.9.2023 18:39;PT32M47S;failed;http://adlnet.gov/expapi/verbs/failed;Puzzle 7;Escape room test;Databases;isdigit(loc_treasure);FALSE
Person 1;15.9.2023 18:39;PT32M53S;failed;http://adlnet.gov/expapi/verbs/failed;Puzzle 7;Escape room test;Databases;is.digit(loc_treasure);FALSE
Person 1;15.9.2023 18:39;PT33M59S;failed;http://adlnet.gov/expapi/verbs/failed;Puzzle 7;Escape room test;Databases;isdigit();FALSE
Person 1;15.9.2023 18:40;PT33M13S;failed;http://adlnet.gov/expapi/verbs/failed;Puzzle 7;Escape room test;Databases;isdigit.loc_treasure();FALSE
Person 1;15.9.2023 18:40;PT33M20S;failed;http://adlnet.gov/expapi/verbs/failed;Puzzle 7;Escape room test;Databases;if isinstance(loc_treasure, (int, float)):;FALSE
Person 1;15.9.2023 18:40;PT33M23S;failed;http://adlnet.gov/expapi/verbs/failed;Puzzle 7;Escape room test;Databases;s.isdigit.loc_treasure();FALSE
Person 1;15.9.2023 18:40;PT33M38S;failed;http://adlnet.gov/expapi/verbs/failed;Puzzle 7;Escape room test;Databases;s.isdigit(loc_treasure);FALSE
Person 1;15.9.2023 18:40;PT33M44S;failed;http://adlnet.gov/expapi/verbs/failed;Puzzle 7;Escape room test;Databases;isnan(loc_treasure);FALSE
